1,131
3,121
11,103
15,99
16,95
0,59
0,34
0,446
2,574
117,596
220,384
258,569
282,490
286,540
364,569
393,595
277,599
351,551
362,579
302,609
360,715
453,720
597,678
496,696
630,713
563,703
685,675
722,696
685,715
694,732
712,743
757,752
732,760
739,765
745,769
770,773
773,774
777,778
780,780
783,779
797,785
801,789
802,791
805,793
807,795
808,796
810,798
812,799
813,800
814,800
815,801
816,801
815,802
817,802
818,803
819,803
819,803
820,803
828,802
815,786
799,761
754,734
720,803
328,797
498,785
669,701
701,669
669,639
605,725
698,717
520,708
561,679
636,655
485,707
436,792
363,702
292,677
154,315
38,652
0,566
0,562
0,491
19,439
21,383
24,333
26,294
24,264
25,250
24,231
24,214
22,184
21,166
