35,159
36,152
34,137
30,122
34,112
35,92
0,61
83,468
596,752
672,788
674,801
638,815
535,824
740,832
674,822
704,829
806,835
815,840
783,848
686,854
757,861
685,865
689,870
690,873
713,877
720,880
733,884
735,887
687,879
676,883
681,897
676,899
706,902
707,903
780,906
782,908
790,909
792,910
665,912
663,913
792,914
785,916
678,916
676,917
669,918
671,918
672,919
673,922
685,920
684,920
684,920
676,921
677,921
677,922
678,922
678,923
679,923
680,928
694,921
725,917
735,914
722,911
725,909
735,906
872,903
863,900
867,896
826,902
738,900
829,898
797,894
822,891
815,887
806,885
784,881
782,900
781,903
547,871
101,823
50,690
0,628
0,560
0,485
0,449
0,415
0,387
0,344
0,267
0,238
0,205
0,174
0,136
