6,99
5,96
4,93
4,83
2,82
4,82
5,80
9,76
8,76
9,75
6,74
4,65
18,789
529,825
585,842
617,852
716,861
742,853
759,860
766,865
778,870
829,875
847,887
736,883
851,888
860,892
873,895
864,897
809,899
780,900
805,903
834,904
794,905
758,911
746,911
763,912
761,912
737,913
752,914
735,915
737,916
743,917
762,918
765,919
771,920
775,921
778,921
784,922
796,923
800,923
803,923
804,924
806,925
809,923
823,918
808,923
828,922
828,915
876,915
819,914
802,919
788,916
757,914
874,913
789,910
642,907
797,903
832,900
818,898
742,896
650,891
683,888
655,909
29,861
24,766
0,654
0,566
0,502
0,467
0,426
0,391
0,346
0,309
0,240
0,225
0,199
0,161
