Sensor1,Sensor2
32,0
32,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
35,0
35,0
46,0
49,0
51,0
50,0
52,0
53,0
54,0
53,0
52,0
50,0
77,0
113,56
256,0
297,0
356,0
278,0
89,0
124,0
87,0
80,0
118,0
134,0
134,0
213,0
272,0
231,0
240,0
250,0
244,0
276,0
284,0
300,0
304,0
303,0
307,0
312,0
313,0
315,0
307,0
313,0
314,0
318,0
321,0
328,0
335,0
338,0
342,0
344,0
345,0
346,0
347,0
348,0
348,0
349,0
348,0
349,0
350,0
351,0
347,0
351,0
352,0
139,0
107,0
116,0
119,0
97,0
156,0
160,82
127,70
92,0
21,0
18,0
19,0
18,0
18,0
19,0
19,0
20,0
23,0
24,0
24,0
25,0
25,0
27,0
28,0
26,0
27,0
25,0
27,0
25,0
25,0
24,0
27,0
25,0
27,0
29,0
28,0
27,0
27,0
29,0
28,0
31,0
30,0
31,0
28,0
27,0
25,0
30,0
28,0
28,0
62,0
85,0
144,0
203,0
216,0
218,0
201,220
112,209
162,264
176,342
179,448
190,463
411,512
459,538
521,552
514,560
495,551
527,577
524,563
519,578
522,567
515,564
523,557
529,589
541,582
546,583
558,586
568,575
572,595
573,595
576,588
576,564
586,588
632,597
635,599
642,601
652,604
645,606
642,616
587,618
607,625
633,628
588,631
588,628
654,631
679,632
688,634
684,636
678,637
690,639
688,640
689,644
688,648
683,651
683,650
685,651
665,648
647,630
612,594
541,563
166,561
102,526
136,543
203,134
158,62
85,14
34,17
33,23
36,26
32,27
27,38
20,36
18,31
18,41
18,38
19,39
19,37
21,41
24,46
24,45
26,46
26,42
26,46
26,51
25,56
25,59
24,57
25,52
25,54
24,60
26,60
26,57
26,61
25,61
24,62
27,66
26,64
26,67
25,67
26,66
26,68
58,71
94,66
134,66
151,0
188,0
192,230
195,306
186,397
192,440
180,373
197,381
195,465
194,409
173,377
282,332
541,305
386,269
108,216
137,252
134,268
117,272
98,280
110,284
70,278
112,286
91,272
133,222
142,256
118,229
138,227
140,233
144,232
161,236
174,220
177,239
181,234
178,237
208,231
209,146
210,146
206,148
211,147
209,148
231,149
206,152
203,152
211,155
505,156
588,153
610,155
566,158
623,161
563,160
575,153
461,152
498,143
559,204
450,226
444,230
186,245
101,259
113,290
142,306
149,300
148,313
142,300
642,165
225,0
209,5
114,3
85,17
74,43
76,51
83,49
91,48
85,45
93,46
91,49
105,49
100,52
105,48
115,47
116,45
118,42
117,39
119,37
120,33
120,29
120,28
122,27
122,23
122,25
121,23
122,22
121,23
121,21
121,22
122,23
122,22
123,25
122,22
121,21
119,19
119,17
120,19
119,18
119,16
119,16
120,20
120,17
119,14
120,11
121,14
120,13
120,8
121,8
121,8
118,33
112,71
123,19
145,373
156,369
240,285
287,188
267,256
218,319
252,305
337,309
310,267
337,274
298,214
538,314
559,299
592,311
529,350
563,375
574,431
541,441
559,446
388,449
598,458
605,440
618,430
600,438
592,431
581,447
605,451
589,450
609,439
625,436
613,442
621,446
609,450
629,445
624,451
398,451
622,455
620,453
616,456
622,454
606,451
627,452
636,453
649,454
411,452
414,455
418,454
631,448
624,458
636,456
633,460
636,461
643,451
590,461
614,461
575,464
547,463
513,462
513,461
527,460
529,460
618,445
368,402
300,345
411,323
484,270
591,207
517,170
495,73
310,27
194,25
27,3
0,0
5,0
3,0
6,0
7,11
10,12
10,22
13,25
16,27
20,30
22,28
29,31
55,32
52,33
61,33
67,36
76,35
82,36
86,37
85,38
86,40
88,40
88,40
91,39
91,40
94,41
92,40
96,39
99,41
99,35
100,38
100,38
101,40
103,44
105,43
106,43
105,44
109,46
108,47
108,47
105,47
107,48
109,51
108,49
107,48
111,49
111,52
112,51
113,51
113,51
115,52
117,51
114,51
115,49
113,49
115,49
115,51
117,51
118,53
118,51
118,53
120,53
119,53
121,54
120,57
119,57
119,55
119,57
121,55
121,56
122,56
122,56
123,57
125,55
123,54
