Sensor1,Sensor2
0,58
0,57
0,57
0,59
0,58
0,56
0,57
0,57
0,58
0,58
0,57
0,59
0,57
0,57
0,58
0,57
0,57
0,59
0,58
0,57
0,58
0,59
0,58
0,58
0,57
0,58
0,58
0,57
0,58
0,57
0,59
0,57
0,56
0,58
0,57
0,57
0,58
0,58
0,57
0,57
0,58
0,57
0,57
0,59
0,58
0,56
0,49
0,30
0,30
0,17
0,2
0,0
0,63
0,170
0,202
0,309
0,355
0,341
0,338
0,362
0,384
0,383
0,386
0,390
0,392
0,386
0,392
0,381
0,396
0,396
0,339
0,341
0,343
0,346
0,398
0,400
0,403
0,409
0,409
0,355
0,108
0,107
0,68
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
0,0
0,12
0,14
0,14
0,14
0,15
0,13
0,14
0,13
0,15
0,17
0,14
0,15
0,15
0,14
0,13
0,12
0,11
0,9
0,13
0,8
0,11
0,10
0,9
0,9
0,12
0,10
0,11
0,11
0,8
0,11
0,10
0,8
0,10
0,11
0,11
0,12
0,15
0,15
0,17
0,17
0,16
0,16
0,17
0,14
0,16
0,15
0,19
0,22
0,17
0,0
0,0
0,9
0,0
0,79
0,180
0,167
0,203
0,308
0,406
0,408
0,413
0,418
0,423
0,424
0,428
0,426
0,430
0,430
0,422
0,415
0,419
0,431
0,429
0,431
0,425
0,426
0,434
0,431
0,429
0,430
0,431
0,432
0,438
0,438
0,439
0,437
0,433
0,438
0,443
0,433
0,442
0,437
0,438
0,438
0,430
0,433
0,428
0,430
0,432
0,439
0,434
0,441
0,440
0,444
0,445
0,449
0,447
0,200
0,182
0,84
0,65
0,12
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,18
0,14
0,22
0,0
0,0
0,0
0,4
0,200
0,284
0,290
0,383
0,394
0,418
0,395
0,406
0,418
0,412
0,406
0,406
0,424
0,426
0,417
0,434
0,431
0,432
0,403
0,406
0,403
0,443
0,455
0,456
0,462
0,458
0,452
0,461
0,415
0,359
0,157
0,86
0,64
0,22
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,7
0,8
0,0
0,0
0,0
0,0
0,91
0,193
0,284
0,241
0,358
0,359
0,350
0,371
0,377
0,380
0,377
0,338
0,354
0,400
0,396
0,457
0,450
0,465
0,468
0,469
0,468
0,474
0,324
0,230
0,128
0,66
0,30
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
